object_id,time,groundwater_storage
56,2008-03-01 00:00:00,-20.91364464
56,2008-04-01 00:00:00,-25.24783343
56,2008-05-01 00:00:00,-20.09685773
56,2008-06-01 00:00:00,-11.85308888
56,2008-07-01 00:00:00,-23.83443486
56,2008-08-01 00:00:00,-57.91625995
56,2008-09-01 00:00:00,-60.19519322
56,2008-10-01 00:00:00,-65.59468524
56,2008-11-01 00:00:00,-60.46887766
56,2008-12-01 00:00:00,-62.91532325
56,2009-01-01 00:00:00,-84.86911182
56,2009-02-01 00:00:00,-35.17996597
56,2009-03-01 00:00:00,21.81232486
56,2009-04-01 00:00:00,46.3477788
56,2009-05-01 00:00:00,7.524063336
56,2009-06-01 00:00:00,11.76526086
56,2009-07-01 00:00:00,23.17733392
56,2009-08-01 00:00:00,5.251687771
56,2009-09-01 00:00:00,-11.87582344
56,2009-10-01 00:00:00,-24.66125216
56,2009-11-01 00:00:00,-40.58816828
56,2009-12-01 00:00:00,-27.08548233
56,2010-01-01 00:00:00,-9.720771095
56,2010-02-01 00:00:00,1.486770596
56,2010-03-01 00:00:00,74.83099137
56,2010-04-01 00:00:00,92.88061664
56,2010-05-01 00:00:00,67.02767837
56,2010-06-01 00:00:00,21.71768561
56,2010-07-01 00:00:00,8.306720971
56,2010-08-01 00:00:00,13.2896599
56,2010-09-01 00:00:00,-18.46259446
56,2010-10-01 00:00:00,-28.24806083
56,2010-11-01 00:00:00,-28.07925992
56,2010-12-01 00:00:00,-12.38159228
56,2011-02-01 00:00:00,51.67366485
56,2011-03-01 00:00:00,86.83910198
56,2011-04-01 00:00:00,60.20668216
56,2011-05-01 00:00:00,36.53713661
56,2011-07-01 00:00:00,-3.415559604
56,2011-08-01 00:00:00,-17.98222837
56,2011-09-01 00:00:00,-61.05726161
56,2011-10-01 00:00:00,-74.42263336
56,2011-11-01 00:00:00,-52.83189487
56,2011-12-01 00:00:00,-45.84139443
56,2012-01-01 00:00:00,-62.50958518
56,2012-02-01 00:00:00,-39.423767
56,2012-03-01 00:00:00,22.6637414
56,2012-04-01 00:00:00,37.83291774
56,2012-06-01 00:00:00,9.440290092
56,2012-07-01 00:00:00,-1.536908659
56,2012-08-01 00:00:00,-21.23858448
56,2012-09-01 00:00:00,-22.06836827
56,2012-11-01 00:00:00,-7.243864115
56,2012-12-01 00:00:00,-12.75611568
56,2013-01-01 00:00:00,29.26003761
56,2013-02-01 00:00:00,74.38348785
56,2013-04-01 00:00:00,136.2771456
56,2013-05-01 00:00:00,71.57175645
56,2013-06-01 00:00:00,34.68809686
56,2013-07-01 00:00:00,38.30739642
56,2013-10-01 00:00:00,8.296802427
56,2013-11-01 00:00:00,14.48680459
56,2013-12-01 00:00:00,55.61669621
56,2014-01-01 00:00:00,56.63026869
56,2014-03-01 00:00:00,105.6093825
56,2014-04-01 00:00:00,67.05913052
56,2014-05-01 00:00:00,66.67488536
56,2014-06-01 00:00:00,43.00610348
56,2014-08-01 00:00:00,7.555112261
56,2014-09-01 00:00:00,-20.03635143
56,2014-10-01 00:00:00,-21.27416094
56,2014-11-01 00:00:00,7.351456756
56,2015-01-01 00:00:00,-15.72468416
56,2015-02-01 00:00:00,22.62133869
56,2015-03-01 00:00:00,38.91358647
56,2015-04-01 00:00:00,72.15863545
56,2015-05-01 00:00:00,32.70729389
56,2015-07-01 00:00:00,18.42325209
56,2015-08-01 00:00:00,-3.809908973
56,2015-09-01 00:00:00,-30.73085427
56,2015-12-01 00:00:00,-48.71461647
56,2016-01-01 00:00:00,-49.10434997
56,2016-02-01 00:00:00,-29.11995739
56,2016-03-01 00:00:00,-3.991728125
56,2016-05-01 00:00:00,29.37688867
56,2016-06-01 00:00:00,11.54615275
56,2016-07-01 00:00:00,-15.59219312
56,2016-08-01 00:00:00,-34.89120846
56,2016-11-01 00:00:00,-66.90564055
56,2016-12-01 00:00:00,23.94892241
56,2017-01-01 00:00:00,31.63907015
56,2017-03-01 00:00:00,81.99878814
56,2017-04-01 00:00:00,53.57522136
56,2017-05-01 00:00:00,34.21865757
56,2017-06-01 00:00:00,5.440718345
56,2018-06-01 00:00:00,-15.72680553
56,2018-07-01 00:00:00,-21.12067247
56,2018-10-01 00:00:00,-37.76187162
56,2018-11-01 00:00:00,-30.56160891
56,2018-12-01 00:00:00,-12.74162564
56,2019-01-01 00:00:00,-36.18102645
56,2019-02-01 00:00:00,-13.43906056
56,2019-03-01 00:00:00,24.20812425
56,2019-04-01 00:00:00,35.50692082
56,2019-05-01 00:00:00,22.99178127
56,2019-06-01 00:00:00,15.41627614
56,2019-07-01 00:00:00,-7.943188127
56,2019-08-01 00:00:00,15.67062906
56,2019-09-01 00:00:00,20.46033002
56,2019-10-01 00:00:00,-27.89936307
56,2019-11-01 00:00:00,5.538256412
56,2019-12-01 00:00:00,-6.746244614
56,2020-01-01 00:00:00,15.4111722
56,2020-02-01 00:00:00,35.54022248
56,2020-03-01 00:00:00,77.57537583
56,2020-04-01 00:00:00,35.07788345
56,2020-05-01 00:00:00,27.54621728
56,2020-06-01 00:00:00,0.857177763
56,2020-07-01 00:00:00,-39.24691083
56,2020-08-01 00:00:00,-25.0924432
56,2020-09-01 00:00:00,49.8689759
56,2020-10-01 00:00:00,16.30979917
56,2020-11-01 00:00:00,11.38249125
56,2020-12-01 00:00:00,22.30092288
38,2002-04-01 00:00:00,12.11293406
38,2002-05-01 00:00:00,53.3856914
38,2002-08-01 00:00:00,17.24505917
38,2002-09-01 00:00:00,13.10249041
38,2002-10-01 00:00:00,-11.85030664
38,2002-11-01 00:00:00,-30.37321565
38,2002-12-01 00:00:00,-8.901146329
38,2003-01-01 00:00:00,3.148099806
38,2003-02-01 00:00:00,7.937797563
38,2003-03-01 00:00:00,-15.24909476
38,2003-04-01 00:00:00,-24.71264277
38,2003-05-01 00:00:00,-24.3065034
38,2003-07-01 00:00:00,11.17163264
38,2003-08-01 00:00:00,55.12331589
38,2003-09-01 00:00:00,71.27803956
38,2003-10-01 00:00:00,86.19727382
38,2003-11-01 00:00:00,62.09593103
38,2003-12-01 00:00:00,73.57711583
38,2004-01-01 00:00:00,78.62855711
38,2004-02-01 00:00:00,99.93375363
38,2004-03-01 00:00:00,80.83060195
38,2004-04-01 00:00:00,59.04729181
38,2004-05-01 00:00:00,12.7910055
38,2004-06-01 00:00:00,7.675455945
38,2004-07-01 00:00:00,47.26483416
38,2004-08-01 00:00:00,112.4006421
38,2004-09-01 00:00:00,77.76698333
38,2004-10-01 00:00:00,61.56353015
38,2004-11-01 00:00:00,67.16436878
38,2004-12-01 00:00:00,75.0783372
38,2005-01-01 00:00:00,69.67404997
38,2005-02-01 00:00:00,84.81780191
38,2005-03-01 00:00:00,50.53623505
38,2005-04-01 00:00:00,27.09988886
38,2005-05-01 00:00:00,10.10209285
38,2005-06-01 00:00:00,-7.56717229
38,2005-07-01 00:00:00,26.36540663
38,2005-08-01 00:00:00,48.41081981
38,2005-09-01 00:00:00,66.39575498
38,2005-10-01 00:00:00,59.55058506
38,2005-11-01 00:00:00,53.75504004
38,2005-12-01 00:00:00,55.81909178
38,2006-01-01 00:00:00,63.13943896
38,2006-02-01 00:00:00,80.25645523
38,2006-03-01 00:00:00,47.96699622
38,2006-04-01 00:00:00,37.69898193
38,2006-05-01 00:00:00,17.18759668
38,2006-06-01 00:00:00,-1.209832995
38,2006-07-01 00:00:00,11.16195616
38,2006-08-01 00:00:00,25.98189794
38,2006-09-01 00:00:00,45.0382149
38,2006-10-01 00:00:00,26.37355913
38,2006-11-01 00:00:00,8.153437115
38,2006-12-01 00:00:00,11.41288856
38,2007-01-01 00:00:00,54.46477852
38,2007-02-01 00:00:00,57.21271231
38,2007-03-01 00:00:00,96.29824115
38,2007-04-01 00:00:00,85.90509839
38,2007-05-01 00:00:00,41.00172567
38,2007-06-01 00:00:00,17.58327612
38,2007-07-01 00:00:00,63.72118761
38,2007-08-01 00:00:00,55.51363254
38,2007-09-01 00:00:00,61.42205238
38,2007-10-01 00:00:00,50.96465545
38,2007-11-01 00:00:00,54.21165881
38,2007-12-01 00:00:00,78.06452234
38,2008-01-01 00:00:00,88.92682279
38,2008-02-01 00:00:00,83.26835558
38,2008-03-01 00:00:00,87.6583654
38,2008-04-01 00:00:00,85.05501418
38,2008-05-01 00:00:00,41.41202754
38,2008-06-01 00:00:00,28.70183582
38,2008-07-01 00:00:00,34.59088403
